date,coin,value
2017-06-03,ethereum,223.46
2017-06-03,bitcoin,2493.72
2017-06-04,ripple,0.29838600000000004
2017-06-04,ethereum,224.12
2017-06-04,bitcoin,2547.79
2017-06-05,bitcoin,2512.4
2017-06-05,ripple,0.299862
2017-06-05,ethereum,245.26
2017-06-06,ripple,0.294028
2017-06-06,ethereum,248.6
2017-06-06,bitcoin,2690.84
2017-06-07,ethereum,264.26
2017-06-07,ripple,0.284677
2017-06-07,bitcoin,2869.38
2017-06-08,ripple,0.280902
2017-06-08,bitcoin,2720.49
2017-06-08,ethereum,257.99
2017-06-09,bitcoin,2807.44
2017-06-09,ethereum,261.75
2017-06-09,ripple,0.289695
2017-06-10,bitcoin,2828.14
2017-06-10,ripple,0.285806
2017-06-10,ethereum,282.01
2017-06-11,ethereum,338.79
2017-06-11,bitcoin,2942.41
2017-06-11,ripple,0.259445
2017-06-12,ethereum,341.16
2017-06-12,bitcoin,2953.22
2017-06-12,ripple,0.273075
2017-06-13,ethereum,395.69
2017-06-13,ripple,0.253823
2017-06-13,bitcoin,2680.91
2017-06-14,ethereum,397.59
2017-06-14,ripple,0.265823
2017-06-14,bitcoin,2716.88
2017-06-15,ripple,0.278196
2017-06-15,bitcoin,2499.58
2017-06-15,ethereum,358.51
2017-06-16,ethereum,361.18
2017-06-16,bitcoin,2469.57
2017-06-16,ripple,0.259473
2017-06-17,ethereum,369.88
2017-06-17,ripple,0.262358
2017-06-17,bitcoin,2514.01
2017-06-18,ripple,0.268085
2017-06-18,ethereum,379.52
2017-06-18,bitcoin,2655.35
2017-06-19,ripple,0.283977
2017-06-19,ethereum,371.86
2017-06-19,bitcoin,2549.03
2017-06-20,ethereum,370.33
2017-06-20,ripple,0.292194
2017-06-20,bitcoin,2591.26
2017-06-21,ethereum,359.54
2017-06-21,ripple,0.324623
2017-06-21,bitcoin,2709.43
2017-06-22,ripple,0.299886
2017-06-22,ethereum,337.73
2017-06-22,bitcoin,2691.03
2017-06-23,ethereum,336.49
2017-06-23,ripple,0.297718
2017-06-23,bitcoin,2707.34
2017-06-24,bitcoin,2738.52
2017-06-24,ethereum,341.63
2017-06-24,ripple,0.319188
2017-06-25,ethereum,323.47
2017-06-25,bitcoin,2607.25
2017-06-25,ripple,0.310816
2017-06-26,bitcoin,2590.57
2017-06-26,ripple,0.29877
2017-06-26,ethereum,302.95
2017-06-27,bitcoin,2478.45
2017-06-27,ripple,0.27728800000000003
2017-06-27,ethereum,272.69
2017-06-28,ripple,0.275391
2017-06-28,bitcoin,2553.03
2017-06-28,ethereum,293.04
2017-06-29,bitcoin,2567.56
2017-06-29,ripple,0.280565
2017-06-29,ethereum,328.37
2017-06-30,bitcoin,2539.24
2017-06-30,ethereum,303.15
2017-06-30,ripple,0.26606
2017-07-01,ethereum,293.35
2017-07-01,ripple,0.262855
2017-07-01,bitcoin,2492.6
2017-07-02,ethereum,275.12
2017-07-02,ripple,0.254512
2017-07-02,bitcoin,2436.4
2017-07-03,ethereum,288.41
2017-07-03,bitcoin,2498.56
2017-07-03,ripple,0.258977
2017-07-04,ethereum,282.19
2017-07-04,bitcoin,2561.0
2017-07-04,ripple,0.259841
2017-07-05,ethereum,273.1
2017-07-05,bitcoin,2602.87
2017-07-05,ripple,0.255125
2017-07-06,ethereum,268.86
2017-07-06,bitcoin,2608.1
2017-07-06,ripple,0.256374
2017-07-07,bitcoin,2608.59
2017-07-07,ripple,0.254858
2017-07-07,ethereum,270.35
2017-07-08,ethereum,245.89
2017-07-08,bitcoin,2520.27
2017-07-08,ripple,0.239741
2017-07-09,ripple,0.236884
2017-07-09,ethereum,251.82
2017-07-09,bitcoin,2572.61
2017-07-10,ripple,0.234067
2017-07-10,ethereum,243.01
2017-07-10,bitcoin,2525.25
2017-07-11,ethereum,211.53
2017-07-11,bitcoin,2385.89
2017-07-11,ripple,0.196415
2017-07-12,ethereum,197.15
2017-07-12,ripple,0.184198
2017-07-12,bitcoin,2332.77
2017-07-13,ripple,0.205873
2017-07-13,ethereum,231.81
2017-07-13,bitcoin,2402.7
2017-07-14,ripple,0.200819
2017-07-14,ethereum,209.53
2017-07-14,bitcoin,2360.59
2017-07-15,ethereum,199.71
2017-07-15,ripple,0.190976
2017-07-15,bitcoin,2230.12
2017-07-16,ripple,0.16948
2017-07-16,bitcoin,1991.98
2017-07-16,ethereum,169.57
2017-07-17,ripple,0.150146
2017-07-17,ethereum,159.99
2017-07-17,bitcoin,1932.62
2017-07-18,bitcoin,2233.52
2017-07-18,ripple,0.179668
2017-07-18,ethereum,195.03
2017-07-19,ripple,0.188498
2017-07-19,ethereum,234.94
2017-07-19,bitcoin,2323.08
2017-07-20,ethereum,205.42
2017-07-20,ripple,0.170017
2017-07-20,bitcoin,2269.89
2017-07-21,ethereum,226.06
2017-07-21,ripple,0.18943
2017-07-21,bitcoin,2838.41
2017-07-22,ethereum,217.86
2017-07-22,bitcoin,2668.63
2017-07-22,ripple,0.182168
2017-07-23,bitcoin,2808.1
2017-07-23,ethereum,229.12
2017-07-23,ripple,0.193568
2017-07-24,bitcoin,2732.7
2017-07-24,ripple,0.194979
2017-07-24,ethereum,226.28
2017-07-25,ripple,0.19228
2017-07-25,bitcoin,2757.5
2017-07-25,ethereum,224.37
2017-07-26,ripple,0.177582
2017-07-26,bitcoin,2577.77
2017-07-26,ethereum,207.09
2017-07-27,bitcoin,2538.71
2017-07-27,ripple,0.17521
2017-07-27,ethereum,204.86
2017-07-28,ripple,0.173211
2017-07-28,ethereum,204.32
2017-07-28,bitcoin,2679.73
2017-07-29,bitcoin,2807.02
2017-07-29,ripple,0.165218
2017-07-29,ethereum,193.34
2017-07-30,ripple,0.169494
2017-07-30,bitcoin,2724.39
2017-07-30,ethereum,206.74
2017-07-31,ethereum,197.41
2017-07-31,ripple,0.16505
2017-07-31,bitcoin,2763.24
2017-08-01,ethereum,204.69
2017-08-01,ripple,0.168024
2017-08-01,bitcoin,2871.3
2017-08-02,ethereum,227.01
2017-08-02,bitcoin,2727.13
2017-08-02,ripple,0.177531
2017-08-03,ethereum,220.18
2017-08-03,bitcoin,2709.56
2017-08-03,ripple,0.173218
2017-08-04,ripple,0.174555
2017-08-04,ethereum,225.31
2017-08-04,bitcoin,2806.93
2017-08-05,ripple,0.17386500000000002
2017-08-05,ethereum,222.85
2017-08-05,bitcoin,2897.63
2017-08-06,bitcoin,3257.61
2017-08-06,ripple,0.185398
2017-08-06,ethereum,256.42
2017-08-07,ripple,0.179716
2017-08-07,bitcoin,3212.78
2017-08-07,ethereum,261.24
2017-08-08,bitcoin,3370.22
2017-08-08,ripple,0.179602
2017-08-08,ethereum,269.1
2017-08-09,ripple,0.192527
2017-08-09,ethereum,297.63
2017-08-09,bitcoin,3420.4
2017-08-10,ethereum,296.96
2017-08-10,ripple,0.183168
2017-08-10,bitcoin,3341.84
2017-08-11,ripple,0.180175
2017-08-11,bitcoin,3373.82
2017-08-11,ethereum,294.5
2017-08-12,bitcoin,3650.63
2017-08-12,ripple,0.179221
2017-08-12,ethereum,308.71
2017-08-13,ethereum,310.37
2017-08-13,bitcoin,3880.04
2017-08-13,ripple,0.173545
2017-08-14,bitcoin,4066.1
2017-08-14,ethereum,298.03
2017-08-14,ripple,0.168376
2017-08-15,ethereum,299.95
2017-08-15,bitcoin,4326.99
2017-08-15,ripple,0.16979
2017-08-16,ripple,0.16123800000000002
2017-08-16,bitcoin,4200.34
2017-08-16,ethereum,289.82
2017-08-17,bitcoin,4384.44
2017-08-17,ripple,0.160787
2017-08-17,ethereum,302.81
2017-08-18,bitcoin,4324.34
2017-08-18,ethereum,301.7
2017-08-18,ripple,0.157117
2017-08-19,ripple,0.159553
2017-08-19,bitcoin,4137.75
2017-08-19,ethereum,296.18
2017-08-20,bitcoin,4189.31
2017-08-20,ethereum,296.64
2017-08-20,ripple,0.154569
2017-08-21,ripple,0.15841
2017-08-21,ethereum,300.48
2017-08-21,bitcoin,4090.48
2017-08-22,ethereum,321.06
2017-08-22,bitcoin,3998.35
2017-08-22,ripple,0.194971
2017-08-23,ethereum,315.27
2017-08-23,bitcoin,4089.01
2017-08-23,ripple,0.240987
2017-08-24,ripple,0.252371
2017-08-24,bitcoin,4137.6
2017-08-24,ethereum,317.45
2017-08-25,ethereum,326.11
2017-08-25,bitcoin,4332.82
2017-08-25,ripple,0.2172
2017-08-26,ethereum,331.99
2017-08-26,ripple,0.218256
2017-08-26,bitcoin,4372.06
2017-08-27,ripple,0.212617
2017-08-27,ethereum,334.36
2017-08-27,bitcoin,4345.1
2017-08-28,ripple,0.203425
2017-08-28,ethereum,350.04
2017-08-28,bitcoin,4384.45
2017-08-29,ethereum,347.96
2017-08-29,ripple,0.22402600000000006
2017-08-29,bitcoin,4389.21
2017-08-30,ethereum,369.47
2017-08-30,ripple,0.218871
2017-08-30,bitcoin,4570.36
2017-08-31,bitcoin,4555.59
2017-08-31,ripple,0.227558
2017-08-31,ethereum,378.44
2017-09-01,ethereum,383.47
2017-09-01,ripple,0.255803
2017-09-01,bitcoin,4701.76
2017-09-02,ethereum,387.82
2017-09-02,ripple,0.249348
2017-09-02,bitcoin,4901.42
2017-09-03,ethereum,350.23
2017-09-03,ripple,0.227229
2017-09-03,bitcoin,4585.27
2017-09-04,bitcoin,4591.63
2017-09-04,ethereum,347.13
2017-09-04,ripple,0.228781
2017-09-05,ripple,0.20511
2017-09-05,bitcoin,4228.29
2017-09-05,ethereum,297.57
2017-09-06,bitcoin,4376.59
2017-09-06,ripple,0.21495100000000006
2017-09-06,ethereum,313.8
2017-09-07,bitcoin,4589.14
2017-09-07,ripple,0.22638200000000006
2017-09-07,ethereum,333.52
2017-09-08,bitcoin,4605.16
2017-09-08,ripple,0.223615
2017-09-08,ethereum,329.64
2017-09-09,bitcoin,4229.81
2017-09-09,ripple,0.211293
2017-09-09,ethereum,296.17
2017-09-10,bitcoin,4229.34
2017-09-10,ripple,0.209606
2017-09-10,ethereum,294.06
2017-09-11,ethereum,289.75
2017-09-11,ripple,0.212513
2017-09-11,bitcoin,4122.47
2017-09-12,ethereum,294.63
2017-09-12,ripple,0.21486
2017-09-12,bitcoin,4168.88
2017-09-13,ethereum,291.12
2017-09-13,bitcoin,4131.98
2017-09-13,ripple,0.20963
2017-09-14,bitcoin,3875.37
2017-09-14,ripple,0.200427
2017-09-14,ethereum,276.59
2017-09-15,ripple,0.165035
2017-09-15,ethereum,215.22
2017-09-15,bitcoin,3166.3
2017-09-16,bitcoin,3637.75
2017-09-16,ripple,0.181925
2017-09-16,ethereum,250.87
2017-09-17,bitcoin,3606.28
2017-09-17,ethereum,245.85
2017-09-17,ripple,0.178377
2017-09-18,ethereum,252.23
2017-09-18,ripple,0.178309
2017-09-18,bitcoin,3591.09
2017-09-19,ethereum,293.66
2017-09-19,bitcoin,4073.79
2017-09-19,ripple,0.189819
2017-09-20,bitcoin,3916.36
2017-09-20,ethereum,282.01
2017-09-20,ripple,0.18371
2017-09-21,bitcoin,3901.47
2017-09-21,ripple,0.180981
2017-09-21,ethereum,283.26
2017-09-22,ripple,0.171567
2017-09-22,ethereum,258.11
2017-09-22,bitcoin,3628.02
2017-09-23,ripple,0.173371
2017-09-23,bitcoin,3629.92
2017-09-23,ethereum,264.6
2017-09-24,bitcoin,3796.15
2017-09-24,ripple,0.178175
2017-09-24,ethereum,286.21
2017-09-25,bitcoin,3681.58
2017-09-25,ripple,0.175519
2017-09-25,ethereum,282.22
2017-09-26,bitcoin,3928.41
2017-09-26,ripple,0.181968
2017-09-26,ethereum,292.35
2017-09-27,ripple,0.185297
2017-09-27,ethereum,287.02
2017-09-27,bitcoin,3892.94
2017-09-28,ethereum,306.47
2017-09-28,bitcoin,4197.13
2017-09-28,ripple,0.202532
2017-09-29,bitcoin,4171.62
2017-09-29,ripple,0.196105
2017-09-29,ethereum,299.12
2017-09-30,bitcoin,4166.11
2017-09-30,ripple,0.193824
2017-09-30,ethereum,291.48
2017-10-01,bitcoin,4341.05
2017-10-01,ethereum,301.55
2017-10-01,ripple,0.197622
2017-10-02,ripple,0.206077
2017-10-02,ethereum,302.48
2017-10-02,bitcoin,4395.81
2017-10-03,ethereum,297.48
2017-10-03,bitcoin,4408.46
2017-10-03,ripple,0.203209
2017-10-04,bitcoin,4319.37
2017-10-04,ripple,0.203218
2017-10-04,ethereum,292.75
2017-10-05,ethereum,292.77
2017-10-05,bitcoin,4229.88
2017-10-05,ripple,0.215583
2017-10-06,ripple,0.237726
2017-10-06,bitcoin,4324.46
2017-10-06,ethereum,295.15
2017-10-07,ethereum,308.89
2017-10-07,ripple,0.233963
2017-10-07,bitcoin,4369.35
2017-10-08,ethereum,311.06
2017-10-08,ripple,0.238312
2017-10-08,bitcoin,4429.67
2017-10-09,ethereum,308.67
2017-10-09,bitcoin,4614.52
2017-10-09,ripple,0.278758
2017-10-10,bitcoin,4776.21
2017-10-10,ethereum,297.6
2017-10-10,ripple,0.252825
2017-10-11,ethereum,301.18
2017-10-11,bitcoin,4789.25
2017-10-11,ripple,0.260658
2017-10-12,bitcoin,4829.58
2017-10-12,ethereum,303.5
2017-10-12,ripple,0.265046
2017-10-13,ethereum,304.08
2017-10-13,bitcoin,5464.16
2017-10-13,ripple,0.248285
2017-10-14,bitcoin,5643.53
2017-10-14,ethereum,338.85
2017-10-14,ripple,0.26115
2017-10-15,bitcoin,5835.96
2017-10-15,ethereum,339.53
2017-10-15,ripple,0.257537
2017-10-16,bitcoin,5687.57
2017-10-16,ethereum,336.71
2017-10-16,ripple,0.263386
2017-10-17,ethereum,333.48
2017-10-17,ripple,0.256098
2017-10-17,bitcoin,5741.58
2017-10-18,bitcoin,5603.82
2017-10-18,ethereum,316.94
2017-10-18,ripple,0.231216
2017-10-19,bitcoin,5583.74
2017-10-19,ripple,0.218229
2017-10-19,ethereum,314.54
2017-10-20,ethereum,308.05
2017-10-20,ripple,0.215086
2017-10-20,bitcoin,5708.11
2017-10-21,ethereum,303.57
2017-10-21,ripple,0.210189
2017-10-21,bitcoin,5996.79
2017-10-22,ripple,0.210958
2017-10-22,ethereum,300.55
2017-10-22,bitcoin,6036.66
2017-10-23,ripple,0.203504
2017-10-23,bitcoin,6006.0
2017-10-23,ethereum,295.1
2017-10-24,ethereum,287.12
2017-10-24,bitcoin,5935.52
2017-10-24,ripple,0.195567
2017-10-25,ripple,0.207113
2017-10-25,ethereum,298.44
2017-10-25,bitcoin,5524.6
2017-10-26,ethereum,298.02
2017-10-26,ripple,0.204444
2017-10-26,bitcoin,5747.95
2017-10-27,ripple,0.203668
2017-10-27,bitcoin,5899.74
2017-10-27,ethereum,296.51
2017-10-28,bitcoin,5787.82
2017-10-28,ripple,0.202592
2017-10-28,ethereum,297.92
2017-10-29,ethereum,296.38
2017-10-29,bitcoin,5754.44
2017-10-29,ripple,0.201358
2017-10-30,ripple,0.203076
2017-10-30,bitcoin,6114.85
2017-10-30,ethereum,304.78
2017-10-31,ripple,0.202405
2017-10-31,ethereum,307.38
2017-10-31,bitcoin,6132.02
2017-11-01,bitcoin,6440.97
2017-11-01,ripple,0.200247
2017-11-01,ethereum,305.76
2017-11-02,bitcoin,6777.77
2017-11-02,ripple,0.194596
2017-11-02,ethereum,290.73
2017-11-03,bitcoin,7087.53
2017-11-03,ripple,0.20620500000000005
2017-11-03,ethereum,288.5
2017-11-04,ripple,0.208083
2017-11-04,ethereum,305.48
2017-11-04,bitcoin,7164.48
2017-11-05,ripple,0.203274
2017-11-05,ethereum,300.04
2017-11-05,bitcoin,7404.52
2017-11-06,ripple,0.201967
2017-11-06,bitcoin,7403.22
2017-11-06,ethereum,296.43
2017-11-07,bitcoin,7023.1
2017-11-07,ripple,0.205103
2017-11-07,ethereum,298.57
2017-11-08,ethereum,294.27
2017-11-08,bitcoin,7141.38
2017-11-08,ripple,0.210675
2017-11-09,ripple,0.217911
2017-11-09,bitcoin,7446.83
2017-11-09,ethereum,308.64
2017-11-10,ethereum,320.67
2017-11-10,bitcoin,7173.73
2017-11-10,ripple,0.218256
2017-11-11,ethereum,298.59
2017-11-11,bitcoin,6618.61
2017-11-11,ripple,0.205948
2017-11-12,bitcoin,6295.45
2017-11-12,ripple,0.210214
2017-11-12,ethereum,314.69
2017-11-13,ripple,0.197472
2017-11-13,ethereum,307.02
2017-11-13,bitcoin,5938.25
2017-11-14,ripple,0.203679
2017-11-14,ethereum,316.76
2017-11-14,bitcoin,6561.48
2017-11-15,ripple,0.208937
2017-11-15,bitcoin,6634.76
2017-11-15,ethereum,337.96
2017-11-16,ethereum,333.44
2017-11-16,bitcoin,7323.24
2017-11-16,ripple,0.212655
2017-11-17,bitcoin,7853.57
2017-11-17,ripple,0.224768
2017-11-17,ethereum,330.17
2017-11-18,ethereum,331.98
2017-11-18,ripple,0.226547
2017-11-18,bitcoin,7697.21
2017-11-19,ethereum,347.4
2017-11-19,bitcoin,7766.03
2017-11-19,ripple,0.22814
2017-11-20,bitcoin,8039.07
2017-11-20,ethereum,354.09
2017-11-20,ripple,0.231336
2017-11-21,bitcoin,8205.74
2017-11-21,ripple,0.237978
2017-11-21,ethereum,367.44
2017-11-22,ethereum,360.31
2017-11-22,ripple,0.232642
2017-11-22,bitcoin,8077.95
2017-11-23,ripple,0.238991
2017-11-23,ethereum,381.44
2017-11-23,bitcoin,8232.38
2017-11-24,bitcoin,8074.02
2017-11-24,ripple,0.242851
2017-11-24,ethereum,412.5
2017-11-25,ethereum,475.68
2017-11-25,bitcoin,8241.71
2017-11-25,ripple,0.244178
2017-11-26,bitcoin,8789.04
2017-11-26,ethereum,465.97
2017-11-26,ripple,0.252914
2017-11-27,bitcoin,9352.72
2017-11-27,ripple,0.24830500000000005
2017-11-27,ethereum,471.53
2017-11-28,ripple,0.254037
2017-11-28,ethereum,480.52
2017-11-28,bitcoin,9823.43
2017-11-29,bitcoin,10077.4
2017-11-29,ethereum,473.28
2017-11-29,ripple,0.297867
2017-11-30,bitcoin,9906.79
2017-11-30,ripple,0.246433
2017-11-30,ethereum,431.21
2017-12-01,ethereum,445.21
2017-12-01,bitcoin,10198.6
2017-12-01,ripple,0.250352
2017-12-02,ethereum,466.85
2017-12-02,ripple,0.255656
2017-12-02,bitcoin,10978.3
2017-12-03,ethereum,463.7
2017-12-03,ripple,0.25553000000000003
2017-12-03,bitcoin,11082.7
2017-12-04,ethereum,466.05
2017-12-04,ripple,0.252919
2017-12-04,bitcoin,11315.4
2017-12-05,bitcoin,11685.7
2017-12-05,ethereum,470.29
2017-12-05,ripple,0.253598
2017-12-06,bitcoin,11923.4
2017-12-06,ripple,0.245416
2017-12-06,ethereum,462.6
2017-12-07,bitcoin,14266.1
2017-12-07,ripple,0.232623
2017-12-07,ethereum,426.37
2017-12-08,bitcoin,17802.9
2017-12-08,ripple,0.223636
2017-12-08,ethereum,434.99
2017-12-09,ripple,0.252162
2017-12-09,ethereum,457.34
2017-12-09,bitcoin,16523.3
2017-12-10,ripple,0.245548
2017-12-10,ethereum,472.79
2017-12-10,bitcoin,15168.4
2017-12-11,ethereum,440.36
2017-12-11,ripple,0.236574
2017-12-11,bitcoin,15427.4
2017-12-12,ethereum,522.29
2017-12-12,bitcoin,16919.8
2017-12-12,ripple,0.252258
2017-12-13,ripple,0.372689
2017-12-13,ethereum,644.91
2017-12-13,bitcoin,17500.0
2017-12-14,ethereum,700.59
2017-12-14,bitcoin,16384.6
2017-12-14,ripple,0.470648
2017-12-15,ripple,0.8617600000000001
2017-12-15,bitcoin,16601.3
2017-12-15,ethereum,696.38
2017-12-16,ripple,0.7554930000000001
2017-12-16,bitcoin,17760.3
2017-12-16,ethereum,686.19
2017-12-17,ripple,0.754125
2017-12-17,ethereum,696.24
2017-12-17,bitcoin,19475.8
2017-12-18,ripple,0.728036
2017-12-18,bitcoin,19106.4
2017-12-18,ethereum,721.73
2017-12-19,ethereum,793.9
2017-12-19,ripple,0.777447
2017-12-19,bitcoin,19118.3
2017-12-20,ethereum,827.52
2017-12-20,bitcoin,17760.3
2017-12-20,ripple,0.787171
2017-12-21,ethereum,820.24
2017-12-21,bitcoin,16642.4
2017-12-21,ripple,0.782515
2017-12-22,ethereum,822.64
2017-12-22,ripple,1.17
2017-12-22,bitcoin,15898.0
2017-12-23,ripple,1.17
2017-12-23,bitcoin,13948.7
2017-12-23,ethereum,681.32
2017-12-24,ethereum,721.77
2017-12-24,ripple,1.18
2017-12-24,bitcoin,14608.2
2017-12-25,ripple,1.05
2017-12-25,bitcoin,13995.9
2017-12-25,ethereum,698.87
2017-12-26,ripple,1.12
2017-12-26,ethereum,763.37
2017-12-26,bitcoin,14036.6
2017-12-27,ripple,1.18
2017-12-27,bitcoin,16163.5
2017-12-27,ethereum,774.97
2017-12-28,ethereum,762.21
2017-12-28,bitcoin,15864.1
2017-12-28,ripple,1.39
2017-12-29,bitcoin,14695.8
2017-12-29,ripple,1.44
2017-12-29,ethereum,740.39
2017-12-30,ethereum,753.82
2017-12-30,bitcoin,14681.9
2017-12-30,ripple,2.2
2017-12-31,ripple,2.1
2017-12-31,ethereum,712.21
2017-12-31,bitcoin,12897.7
2018-01-01,ethereum,755.76
2018-01-01,ripple,2.3
2018-01-01,bitcoin,14112.2
2018-01-02,ethereum,772.35
2018-01-02,ripple,2.37
2018-01-02,bitcoin,13625.0
2018-01-03,ethereum,886.0
2018-01-03,bitcoin,14978.2
2018-01-03,ripple,2.46
2018-01-04,bitcoin,15270.7
2018-01-04,ripple,3.12
2018-01-04,ethereum,961.71
2018-01-05,bitcoin,15477.2
2018-01-05,ethereum,975.75
2018-01-05,ripple,3.3
2018-01-06,bitcoin,17462.1
2018-01-06,ethereum,995.15
2018-01-06,ripple,3.02
2018-01-07,ethereum,1043.01
2018-01-07,bitcoin,17527.3
2018-01-07,ripple,3.09
2018-01-08,ethereum,1158.26
2018-01-08,bitcoin,16476.2
2018-01-08,ripple,3.36
2018-01-09,ripple,2.44
2018-01-09,ethereum,1146.0
2018-01-09,bitcoin,15123.7
2018-01-10,ripple,2.13
2018-01-10,bitcoin,14588.5
2018-01-10,ethereum,1300.34
2018-01-11,ethereum,1268.09
2018-01-11,ripple,1.98
2018-01-11,bitcoin,14968.2
2018-01-12,ripple,1.94
2018-01-12,ethereum,1158.29
2018-01-12,bitcoin,13453.9
2018-01-13,bitcoin,13952.4
2018-01-13,ripple,2.05
2018-01-13,ethereum,1270.47
2018-01-14,ripple,2.02
2018-01-14,ethereum,1397.48
2018-01-14,bitcoin,14370.8
2018-01-15,ripple,1.86
2018-01-15,bitcoin,13767.3
2018-01-15,ethereum,1365.21
2018-01-16,bitcoin,13836.1
2018-01-16,ethereum,1292.63
2018-01-16,ripple,1.68
2018-01-17,ripple,1.18
2018-01-17,ethereum,1061.34
2018-01-17,bitcoin,11431.1
2018-01-18,ethereum,1016.44
2018-01-18,ripple,1.31
2018-01-18,bitcoin,11198.8
2018-01-19,ripple,1.58
2018-01-19,bitcoin,11429.8
2018-01-19,ethereum,1028.82
2018-01-20,ripple,1.56
2018-01-20,bitcoin,11656.2
2018-01-20,ethereum,1044.95
2018-01-21,ripple,1.58
2018-01-21,bitcoin,12889.2
2018-01-21,ethereum,1155.68
2018-01-22,ripple,1.39
2018-01-22,bitcoin,11633.1
2018-01-22,ethereum,1055.35
2018-01-23,ripple,1.35
2018-01-23,bitcoin,10944.5
2018-01-23,ethereum,1004.17
2018-01-24,ripple,1.35
2018-01-24,ethereum,987.48
2018-01-24,bitcoin,10903.4
2018-01-25,ethereum,1063.22
2018-01-25,ripple,1.36
2018-01-25,bitcoin,11421.7
2018-01-26,bitcoin,11256.0
2018-01-26,ethereum,1052.7
2018-01-26,ripple,1.31
2018-01-27,ethereum,1055.75
2018-01-27,ripple,1.22
2018-01-27,bitcoin,11174.9
2018-01-28,bitcoin,11475.3
2018-01-28,ethereum,1111.78
2018-01-28,ripple,1.22
2018-01-29,ethereum,1246.7
2018-01-29,bitcoin,11755.5
2018-01-29,ripple,1.4
2018-01-30,ethereum,1184.13
2018-01-30,ripple,1.33
2018-01-30,bitcoin,11306.8
2018-01-31,ethereum,1071.09
2018-01-31,ripple,1.13
2018-01-31,bitcoin,10108.2
2018-02-01,ripple,1.16
2018-02-01,bitcoin,10237.3
2018-02-01,ethereum,1119.37
2018-02-02,ripple,0.960642
2018-02-02,ethereum,1035.77
2018-02-02,bitcoin,9142.28
2018-02-03,ethereum,919.21
2018-02-03,bitcoin,8852.12
2018-02-03,ripple,0.891992
2018-02-04,bitcoin,9175.7
2018-02-04,ethereum,964.67
2018-02-04,ripple,0.913418
2018-02-05,ethereum,834.96
2018-02-05,ripple,0.825943
2018-02-05,bitcoin,8270.54
2018-02-06,bitcoin,7051.75
2018-02-06,ethereum,707.74
2018-02-06,ripple,0.705121
2018-02-07,bitcoin,7755.49
2018-02-07,ethereum,790.43
2018-02-07,ripple,0.774576
2018-02-08,bitcoin,7637.86
2018-02-08,ethereum,755.84
2018-02-08,ripple,0.729252
2018-02-09,ethereum,818.48
2018-02-09,bitcoin,8271.84
2018-02-09,ripple,0.79714
2018-02-10,bitcoin,8720.08
2018-02-10,ripple,0.947251
2018-02-10,ethereum,882.47
2018-02-11,ethereum,859.29
2018-02-11,bitcoin,8616.13
2018-02-11,ripple,1.07
2018-02-12,ripple,1.01
2018-02-12,bitcoin,8141.43
2018-02-12,ethereum,817.51
2018-02-13,ripple,1.08
2018-02-13,bitcoin,8926.72
2018-02-13,ethereum,869.29
2018-02-14,ripple,1.03
2018-02-14,bitcoin,8599.92
2018-02-14,ethereum,844.28
2018-02-15,ripple,1.14
2018-02-15,bitcoin,9488.32
2018-02-15,ethereum,923.73
2018-02-16,bitcoin,10135.7
2018-02-16,ethereum,934.79
2018-02-16,ripple,1.14
2018-02-17,ripple,1.14
2018-02-17,bitcoin,10207.5
2018-02-17,ethereum,944.75
2018-02-18,ethereum,973.35
2018-02-18,bitcoin,11123.4
2018-02-18,ripple,1.2
2018-02-19,bitcoin,10552.6
2018-02-19,ripple,1.12
2018-02-19,ethereum,921.67
2018-02-20,ethereum,943.57
2018-02-20,ripple,1.14
2018-02-20,bitcoin,11231.8
